master_id,original_id,problem_name,category,stakeholders,root_cause,severity,frequency,impact,innovation_opportunity,one_line_solution,existing_solutions,existing_gaps,technology_tags,undp_alignment,bangladesh_relevance,source_agents,consensus_count
MPRB-1356,AF-002,No Data Encryption in Legal Systems,AF. Cybersecurity Problems,Courts; Lawyers; Government; Citizens,"No encryption, weak policies, no compliance",8,8,9,8,End-to-end encryption for all legal data with blockchain key management,"Basic passwords, some encryption","Not end-to-end, not compliant, vulnerable",Encryption; Blockchain; Cybersecurity; Compliance,8,8,Mistral,1
MPRB-1357,AG-001,No Privacy Protection in Digital Legal Systems,AG. Privacy Problems,Citizens; Lawyers; Courts; Government,"No data protection laws, weak enforcement, no awareness",8,8,9,9,GDPR-compliant digital legal system with AI-powered anonymization,"Basic privacy policies, manual redactions","Not comprehensive, not enforced, not audited",Privacy; GDPR; AI; Anonymization; Compliance,9,8,Mistral,1
MPRB-1358,AH-001,Low Trust in Digital Legal Services,AH. Trust Problems,Citizens; Lawyers; Courts; Government,"No transparency, no verification, past failures",8,8,9,9,Blockchain-based trust layer for digital legal services with public audit,"Awareness campaigns, some transparency portals","Not sufficient, not verified, not trusted",Blockchain; Trust; Audit; Transparency; Digital Services,9,9,Mistral,1
MPRB-1359,AI-001,Resistance to AI in Legal Sector,AI. AI Adoption Problems,Lawyers; Judges; Court Administration; Government,"Fear of job loss, lack of understanding, no training",7,8,8,9,AI adoption roadmap with change management and training,"Some pilot projects, awareness workshops","Not scalable, not sustained, not trusted",AI; Change Management; Training; Adoption; Roadmap,8,8,Mistral,1
MPRB-1360,AJ-001,No Interoperability Between Legal Systems,AJ. Interoperability Problems,Courts; Government; Lawyers; Citizens; Legal Aid Department,"Siloed systems, different standards, no APIs",8,8,8,9,National legal interoperability framework with API gateway,None,"Complete fragmentation, manual coordination",Interoperability; API; Framework; Cloud; Integration; API Integration; Data Standards,9,9,Mistral; OpenCode,2
MPRB-1361,AK-001,No Mobile-Optimized Legal Services,AK. Mobile Access Problems,Citizens; Lawyers; Courts; Government,"Desktop-first design, no mobile strategy, no responsive design",8,9,8,9,Mobile-first legal services with progressive web apps and offline capability,"Some mobile websites, basic apps","Not optimized, not user-friendly, not accessible",Mobile; PWA; Offline-First; UX; Accessibility,9,10,Mistral,1
MPRB-1362,AL-001,Poor IT Infrastructure in Courts,AL. Infrastructure Problems,Courts; IT Departments; Government; Judges,"No investment, outdated hardware, no maintenance",8,9,9,9,Cloud-based court infrastructure with AI-powered resource management,"Basic computers, some networks","Not reliable, not secure, not scalable",Cloud; AI; Infrastructure; Resource Management; Cybersecurity,9,9,Mistral,1
MPRB-1363,AM-001,Insufficient Funding for Legal-Tech,AM. Funding Problems,Government; Legal Aid Organizations; Courts; Startups,"No budget, competing priorities, no ROI demonstration",9,8,9,8,Legal-tech innovation fund with public-private partnerships,None,"No funding, no pilots, no partnerships",Funding; PPP; Innovation; Legal-Tech; Startups,8,9,Mistral,1
MPRB-1364,AO-001,No Data-Driven Performance Evaluation,AO. Performance Evaluation Problems,Judges; Court Administration; Legal Aid Officers; Government; NLASO; Ministry; Donors; Citizens,"Manual evaluation, no KPIs, no data",7,7,8,8,AI-powered performance evaluation with automated KPI tracking,"Annual reviews, manual assessments","Subjective, inconsistent, not scalable",AI; Performance Evaluation; KPI; Automation; Data Analytics; DataScience; GIS; Cloud,8,8,Mistral; ChatGPT,2
MPRB-1365,AP-001,High Corruption Risks in Legal Processes,AP. Corruption Risks,Citizens; Lawyers; Judges; Government,"Manual processes, no transparency, no accountability",9,8,10,9,AI-powered corruption risk detection with blockchain audit trails,"Anti-corruption campaigns, manual audits","Not effective, not real-time, not preventive",AI; Corruption Detection; Blockchain; Audit; Transparency,9,9,Mistral,1
MPRB-1366,AQ-001,Excessive Delays in Legal Processes,AQ. Process Delays,Citizens; Lawyers; Courts; Government,"Manual processes, bureaucracy, no automation",9,10,10,10,AI-powered process automation with real-time tracking and bottleneck identification,None,"Complete inefficiency, no tracking, no accountability",AI; Process Automation; Real-Time Tracking; Bottleneck Analysis,10,10,Mistral,1
MPRB-1367,AR-001,Tampering with Physical Evidence,AR. Evidence Handling Problems,Police; Courts; Lawyers; Citizens,"Manual handling, no chain of custody, corruption",9,7,10,9,Blockchain-secured digital evidence management with immutable chain of custody,"Manual chain of custody, physical storage","Not secure, not auditable, vulnerable",Blockchain; Digital Evidence; Chain of Custody; Immutability,9,9,Mistral,1
MPRB-1368,AR-002,Difficulty Preserving Digital Evidence,AR. Evidence Handling Problems,Police; Courts; Lawyers; IT Departments,"No standards, no tools, no expertise",8,8,8,9,Forensic-grade digital evidence preservation with blockchain hashing,"Manual backups, basic storage","Not secure, not admissible, not standardized",Forensics; Blockchain; Digital Evidence; Hashing; Cybersecurity,9,8,Mistral,1
MPRB-1369,AT-001,Manual Case Analysis,AT. Case Analysis Problems,Lawyers; Judges; Legal Researchers,"No automation, time-consuming, subjective",7,9,8,9,AI-powered case analysis with pattern recognition and outcome prediction,"Manual analysis, basic tools","Not scalable, not consistent, not data-driven",AI; Case Analysis; Pattern Recognition; Outcome Prediction,9,9,Mistral,1
MPRB-1370,AV-001,Inaccurate Legal Translations,AV. Translation Problems,Courts; Lawyers; Citizens; Translators,"Human error, no standardization, no quality control",8,7,9,9,AI-powered legal translation with context-aware NLP and quality validation,"Human translators, basic tools","Not accurate, not consistent, not scalable",AI; NLP; Legal Translation; Quality Validation; Context-Aware,9,9,Mistral,1
MPRB-1371,AW-001,No Voice-Based Legal Services for Illiterate Citizens,AW. Voice Access Problems,Illiterate Citizens; Rural Communities; Persons with Disabilities; Non-English Speakers,"No voice interfaces, no local language support, no accessibility",9,9,9,10,Voice-first legal services with local language AI and offline capability,None,"Complete exclusion, no access",Voice AI; Local Language; Offline-First; AI; Accessibility; Speech Recognition; NLP; Telephony,10,10,Mistral; OpenCode,2
MPRB-1372,AX-001,Digital Divide in Legal Access,AX. Digital Inclusion Problems,Rural Citizens; Low-Income Groups; Persons with Disabilities; Elderly,"No internet, no devices, no skills, no content",9,9,9,9,"Digital inclusion program with device access, training, and offline services","Some digital literacy programs, mobile clinics","Not comprehensive, not scalable, not sustained",Digital Inclusion; Offline-First; Training; Device Access; Mobile,9,10,Mistral,1
MPRB-1373,AY-001,Unequal Justice Access Across Regions,AY. Geographical Problems,Rural Citizens; Remote Communities; Government,"Urban bias, no rural infrastructure, no digital access",9,9,9,9,GIS-based justice access mapping with AI-powered resource allocation,"Mobile courts, circuit courts","Limited, inconsistent, not scalable",GIS; AI; Justice Access; Resource Allocation; Mapping,9,10,Mistral,1
MPRB-1374,AZ-004,AI-Powered Cyberattacks on Legal Systems,AZ. Future Emerging Problems,Courts; Government; IT Departments; Citizens,"AI advancement, no AI defense, no preparedness",9,5,10,9,AI-powered cybersecurity for legal systems with adaptive threat detection,None,"Emerging threat, no defense, no framework",AI; Cybersecurity; Adaptive Defense; Threat Detection; Legal Systems,9,7,Mistral,1
MPRB-1375,ACP-002,Complex Legal Aid Application Process,Citizen Problems,Indigent Litigants; Citizens with low literacy,"Multiple approval stages, complex forms, bureaucratic hurdles",8,8,9,8,Simplified single-page digital application with AI-assisted form filling,,,Mobile Technology; Voice AI; NLP; LLM; Digital Identity,9,9,OpenCode; Grok,2
MPRB-1376,ACP-003,Income-Based Eligibility Excludes Near-Poor,Citizen Problems,Low-Income Citizens,"Rigid BDT 100,000 threshold, no dynamic assessment",8,8,9,8,Dynamic eligibility scoring using alternative data,,,Data Science; Alternative Data; ML,9,9,OpenCode,1
MPRB-1377,ACP-004,High Cost Beyond Legal Aid Coverage,Citizen Problems,All Litigants,"Aid covers only court/lawyer fees, excludes ancillary costs",8,8,9,8,Comprehensive cost coverage with digital disbursement,,,Fintech; Blockchain; Smart Contracts,9,9,OpenCode,1
MPRB-1378,ACP-005,Geographic Isolation Preventing Court Access,Citizen Problems,Rural Citizens,"Courts concentrated in urban centers, poor infrastructure",8,8,9,8,Mobile legal aid vans with satellite connectivity,,,Mobile Technology; Video Conferencing; Satellite Internet; GIS,9,9,OpenCode,1
MPRB-1379,ACP-006,Low Digital Literacy Hindering Online Services,Citizen Problems,Rural Population; Elderly; Illiterate Citizens,"Low digital skills, no voice interfaces",8,8,9,8,Voice-first legal aid interface accessible via any phone call,,,Voice AI; Speech Recognition; NLP; Telephony,9,9,OpenCode,1
MPRB-1380,ACP-007,Social Stigma Discouraging Legal Action,Citizen Problems,Women; DV Survivors,"Patriarchal social norms, fear of judgment",8,8,9,8,Anonymous AI-powered legal counseling chatbot,,,AI Chatbot; Privacy-Preserving Tech; NLP,9,9,OpenCode,1
MPRB-1381,ACP-008,Long Wait Times for Legal Aid Approval,Citizen Problems,Applicants,"Monthly committee meetings, manual processes",8,8,9,8,Automated case triage with SLA tracking,,,Process Automation; Workflow Management; AI,9,9,OpenCode,1
MPRB-1382,ACP-009,Fear of Retaliation Preventing Justice,Citizen Problems,DV Survivors; Acid Attack Survivors,"Power imbalances, lack of protection",8,8,9,8,Secure anonymous digital evidence with blockchain,,,Blockchain; Cybersecurity; Anonymity,9,9,OpenCode,1
MPRB-1383,ACP-011,Inadequate Legal Knowledge to File Cases,Citizen Problems,Unrepresented Litigants,"Legal illiteracy, complex procedures",8,8,9,8,AI-powered legal literacy engine,,,Voice AI; Legal Education AI; NLP,9,9,OpenCode,1
MPRB-1384,ACP-012,Women's Access Constrained by Patriarchal Barriers,Citizen Problems,Women; Girls,"Patriarchal norms, male-dominated system",8,8,9,8,Female-preferring AI legal assistant,,,AI; Gender Analytics; NLP,9,9,OpenCode,1
MPRB-1385,ACP-013,Children Denied Access to Legal Services,Child Protection,Children,No child-friendly processes,8,8,9,8,Child-friendly AI legal guide with gamified interface,,,Child-Friendly UI; AI; Gamification,9,9,OpenCode,1
MPRB-1386,ACP-014,Migrant Workers Lacking Legal Access,Citizen Problems,Bangladeshi Migrant Workers,"Geographic distance, different jurisdictions",8,8,9,8,Cross-border digital legal aid platform,,,Cross-Border Technology; Cloud Infrastructure; AI,9,9,OpenCode,1
MPRB-1387,ACP-015,Digital Divide Excluding Rural Citizens,Citizen Problems,Rural Population; Rural citizens,"Limited internet access, unaffordable data costs",8,8,9,8,USSD-based legal aid with offline mobile kiosks,,,USSD; Offline Computing; Solar Power; Offline-first; Voice AI,9,9,OpenCode; DeepSeek,2
MPRB-1388,BLP-001,Inadequate Remuneration for Legal Aid Lawyers,Lawyer Problems,Panel Lawyers,Government-fixed fees too low,8,8,9,8,Dynamic fee structure with advance case funding,,,Fintech; Smart Contracts; Process Automation,9,9,OpenCode,1
MPRB-1389,JDP-001,Excessive Caseloads Causing Delays,Judge Problems,Judges,"Few judges, 4.63M pending cases",8,8,9,8,AI-powered judicial assistant for case triage,,,AI; LLM; NLP; Predictive Analytics,9,9,OpenCode,1
MPRB-1390,CAP-001,4.63 Million Case Backlog,Court Administration,All Court Users; All justice system actors,"Insufficient judges, procedural delays",8,8,9,8,AI-powered backlog reduction engine,,,AI; Predictive Analytics; Process Automation; ML; Data analytics; Dashboard,9,9,OpenCode; DeepSeek,2
MPRB-1391,WJP-001,DV Survivors Unable to Access Legal Aid,Women's Justice,Women; DV Survivors,"Social stigma, fear of retaliation",8,8,9,8,Anonymous AI-powered DV legal advisor,,,AI Chatbot; Anonymity; NLP,9,9,OpenCode,1
MPRB-1392,DAP-003,Visually Impaired Citizens Excluded,Disability,Visually Impaired,No Braille/audio formats,8,8,9,8,Voice-first legal aid with Braille output,,,Voice AI; Screen Reader; Accessibility,9,9,OpenCode,1
MPRB-1393,MAP-001,No Mobile-First Legal Aid Platform,Mobile Access,Citizens,Web-only platforms,8,8,9,8,Mobile-first legal aid platform with offline capability,,,Mobile-First Design; Offline Computing; USSD,9,9,OpenCode,1
MPRB-1394,DMP-V-001,No Centralized Legal Aid Database,Data Management,All Stakeholders,Fragmented data sources,8,8,9,8,National unified legal aid database,,,Database Architecture; API; Cloud Infrastructure,9,9,OpenCode,1
MPRB-1395,ADR-001,No Online Dispute Resolution Platform,ADR,Citizens; Businesses,No ODR infrastructure,8,8,9,8,Comprehensive ODR platform with AI mediation,,,ODR Platform; AI; Video Conferencing; Blockchain,9,9,OpenCode,1
MPRB-1396,AIA-001,No AI Tools for Bangladesh Justice,AI Adoption,Judiciary; Legal Aid,"No AI strategy, no budget",8,8,9,8,Bangladesh AI-for-Justice initiative,,,AI Strategy; AI Tools; Pilot Programs,9,9,OpenCode,1
MPRB-1397,RAP-001,No Legal Aid Infrastructure in Remote Unions,Rural Access,Rural Communities,"No legal aid offices, poor connectivity",8,8,9,8,Digital Legal Aid Kiosks in every Union,,,IoT Kiosks; AI; Video Conferencing; Satellite,9,9,OpenCode,1
MPRB-1398,BKP-001,4.63 Million Pending Cases Overwhelming System,Court Backlog,Entire Judiciary,"Insufficient judges, inefficient management",8,8,9,8,AI backlog reduction with predictive routing,,,AI; Predictive Analytics; Automation,9,9,OpenCode,1
MPRB-1399,MED-001,No Pre-Case Mediation Mechanism,Mediation,All Litigants,No mandatory mediation,8,8,9,8,AI-powered pre-case mediation platform,,,ODR; AI Mediation; Video Conferencing,9,9,OpenCode,1
MPRB-1400,TRP-001,Lack of Transparency in Legal Aid Decisions,Transparency,Citizens,"No public visibility, no audit trail",8,8,9,8,Blockchain-based transparent decision recording,,,Blockchain; Transparency; Audit Trail,9,9,OpenCode,1
MPRB-1401,CRP-001,Corruption in Legal Aid Distribution,Corruption,Taxpayers,"Manual processes, no transparency",8,8,9,8,Blockchain transparent distribution with AI fraud detection,,,Blockchain; AI Fraud Detection; Smart Contracts,9,9,OpenCode,1
MPRB-1402,PLC-001,Outdated Legal Framework Not Suited for Digital,Policy,Policy Makers,Laws written for physical processes,8,8,9,8,Comprehensive digital justice policy framework,,,Policy Framework; Digital Law; E-Signatures,9,9,OpenCode,1
MPRB-1403,PLC-002,No National AI Strategy for Justice Sector,Policy,Government,"No AI policy, no governance",8,8,9,8,National AI-in-Justice strategy with ethics guidelines,,,AI Governance; Policy; Ethics Framework,9,9,OpenCode,1
MPRB-1404,P001,Low public awareness of legal rights,"A, AD, AE",Citizens; Legal Aid Officers; NGOs; Government,"Limited legal literacy, complex legal language, weak outreach",8,9,9,9,"AI-powered multilingual legal-rights education through mobile, SMS, IVR, and community agents.","[""Legal aid helpline"", ""NGO awareness programs"", ""Legal Aid Corners""]","[""Limited reach"", ""Irregular campaigns"", ""Low rural penetration""]",LLM; Voice AI; Mobile; IVR; Bangla NLP,10,10,Perplexity,1
MPRB-1405,P002,Rural citizens cannot physically reach legal services,"A, L, AK, AX",Rural Citizens; Women; Persons with Disabilities; Legal Aid Committees,"Distance, transport costs, poverty, limited local service points",9,9,10,9,Mobile-first remote legal intake connected to local legal-aid officers and village courts.,"[""Village Courts"", ""Union Legal Aid Corners"", ""Mobile legal clinics""]","[""Uneven coverage"", ""Weak referral systems"", ""Limited digitization""]",Mobile; GIS; Video; SMS; Case Management,10,10,Perplexity,1
MPRB-1406,P004,Incomplete or invalid legal-aid applications,"O, P, Q",Citizens; Legal Aid Officers; NLASO/DBLA,"Paper forms, low literacy, missing documents, unclear requirements",8,8,8,8,Guided digital application with automated completeness and eligibility checks.,"[""Manual application review"", ""Help desks""]","[""Repeated visits"", ""No automated validation"", ""High officer workload""]",Process Automation; OCR; AI; Mobile,10,10,Perplexity,1
MPRB-1407,P005,Applicants cannot track case progress,"R, S, AQ",Citizens; Lawyers; Legal Aid Officers,"Fragmented records, paper files, weak notification systems",9,9,9,10,"Real-time case-status tracking through app, SMS, IVR, and assisted service desks.","[""Telephone inquiries"", ""Office visits""]","[""No unified tracking"", ""Poor status visibility"", ""Delayed communication""]",Case Management; SMS; Mobile; Workflow Automation,10,10,Perplexity,1
MPRB-1408,P006,Appointment scheduling is inefficient,"T, S, AQ",Citizens; Lawyers; Legal Aid Officers; Courts,"Manual scheduling, overbooking, limited calendar coordination",7,8,8,9,Multi-channel appointment scheduling with automated reminders and queue management.,"[""Telephone booking"", ""Manual registers""]","[""No reminders"", ""High missed-appointment rate"", ""No capacity optimization""]",Scheduling AI; SMS; Calendar; Mobile,8,9,Perplexity,1
MPRB-1409,P007,Inefficient lawyer assignment,"B, C, U",Legal Aid Officers; Lawyers; Citizens,"Manual allocation, incomplete lawyer profiles, conflicts of interest",8,8,9,10,"Transparent algorithmic lawyer matching based on jurisdiction, expertise, location, language, and workload.","[""Panel lawyer lists"", ""Manual assignment""]","[""No skills matching"", ""Uneven workloads"", ""Weak performance data""]",Matching AI; GIS; Optimization; Conflict Detection,9,10,Perplexity,1
MPRB-1410,P008,Legal-aid lawyer performance is difficult to evaluate,"B, C, AO, Y",Legal Aid Committees; Lawyers; Citizens; Ministry,Inconsistent reporting and limited outcome data,8,7,8,8,Outcome-based lawyer performance dashboard with safeguards against unfair automated scoring.,"[""Periodic reports"", ""Committee review""]","[""Input-focused metrics"", ""No citizen feedback"", ""Delayed data""]",Analytics; Dashboards; Feedback; Responsible AI,8,9,Perplexity,1
MPRB-1411,P009,Mediation cases are delayed,"AA, AB, AQ",Citizens; Mediators; Legal Aid Committees,"Manual referrals, scheduling conflicts, insufficient mediator capacity",8,8,8,9,"Digital referral, scheduling, consent, mediation, settlement, and enforcement workflow.","[""In-person mediation"", ""Village mediation""]","[""No digital workflow"", ""Weak reminders"", ""Poor outcome monitoring""]",ODR; Workflow Automation; E-signature; Video,10,10,Perplexity,1
MPRB-1412,P010,Parties lack trust in online mediation,"AA, AB, AH",Citizens; Mediators; Lawyers; Courts,"Confidentiality concerns, unfamiliarity, perceived power imbalance",8,7,8,8,"Certified ODR platform with identity verification, confidentiality controls, human mediators, and court escalation.","[""In-person mediation"", ""Mediator supervision""]","[""Weak digital standards"", ""No clear escalation protocol""]",ODR; Digital Identity; Encryption; Video; Audit Logs,9,9,Perplexity,1
MPRB-1413,P011,Court backlog is not accurately predicted,"C, D, E, AC",Judges; Court Administrators; Ministry; Citizens,Fragmented historical data and limited analytics,10,9,10,10,Explainable backlog forecasting and case-flow optimization system.,"[""Manual statistics"", ""Administrative reviews""]","[""No predictive models"", ""Poor data quality"", ""No scenario planning""]",Data Science; Predictive Analytics; Process Mining; Dashboards,9,10,Perplexity,1
MPRB-1414,P012,Court files are difficult to locate,"E, AQ, R",Court Staff; Judges; Lawyers; Citizens,"Paper records, inconsistent indexing, storage limitations",9,8,9,9,OCR-enabled digital records repository with barcoded file movement tracking.,"[""Manual registers"", ""Scanning projects""]","[""Incomplete digitization"", ""Poor metadata"", ""Duplicate files""]",OCR; Computer Vision; Document Management; Barcode,8,10,Perplexity,1
MPRB-1415,P014,Legal information is inaccessible in local languages,"N, AV, AW",Citizens; Indigenous Communities; Women; Persons with Disabilities,Dominance of formal legal language and limited translation capacity,9,8,9,10,"Human-reviewed Bangla, regional-language, and voice legal translation system.","[""Human interpreters"", ""Translated brochures""]","[""Limited dialect coverage"", ""Slow translation"", ""Terminology inconsistency""]",NLP; Speech AI; Translation; Terminology Management,10,10,Perplexity,1
MPRB-1416,P015,Persons with disabilities face inaccessible justice services,"M, AX, AW",Persons with Disabilities; Courts; Legal Aid Providers; PWDs,"Inaccessible buildings, websites, documents, and communication",9,7,10,9,"WCAG-compliant, screen-reader-ready, sign-language-supported justice platform.","[""Physical accommodations"", ""NGO support""]","[""Inconsistent compliance"", ""Limited assistive technology"", ""No accessibility audits""]",Accessibility; Computer Vision; Speech AI; Mobile; Sign language AI; Accessibility APIs,10,9,Perplexity; DeepSeek,2
MPRB-1417,P016,Women face unsafe reporting and retaliation risks,"J, AP, AH",Women; Children; NGOs; Police; Courts,"Domestic control, stigma, economic dependence, weak confidentiality",10,9,10,9,"Safety-first women’s justice gateway with disguised access, emergency escalation, and confidential case management.","[""Women’s helplines"", ""Shelters"", ""NGO casework""]","[""Poor referral integration"", ""Safety risks"", ""Limited survivor-centered design""]",Privacy; Mobile; Panic Button; Case Management; Risk Analytics,10,10,Perplexity,1
MPRB-1418,P017,Child-friendly justice procedures are inconsistent,"K, J",Children; Guardians; Judges; Social Workers,"Limited specialized facilities, training, and integrated records",10,7,10,9,"Child-sensitive case-management platform with consent, safeguarding, and multidisciplinary workflows.","[""Child courts"", ""Child protection NGOs""]","[""Fragmented referral"", ""Weak trauma safeguards"", ""Repeated interviews""]",Safeguarding; Case Management; Access Control; AI Risk Alerts,10,9,Perplexity,1
MPRB-1419,P019,Justice databases are exposed to cyberattacks,"AF, AG, Q",Courts; Ministries; Citizens; Lawyers,"Legacy systems, weak authentication, insufficient security budgets",10,7,10,9,National justice-sector zero-trust security and privacy framework.,"[""Firewalls"", ""Passwords"", ""Manual backups""]","[""No zero-trust architecture"", ""Limited monitoring"", ""Weak incident response""]",Cybersecurity; Zero Trust; Encryption; SIEM; Cloud,8,9,Perplexity,1
MPRB-1420,P020,Justice institutions cannot exchange data,"AJ, V, W",Courts; Police; Legal Aid Bodies; Ministries; NGOs,"Siloed databases, incompatible formats, unclear data standards",10,9,10,10,Secure justice interoperability layer using standardized APIs and data governance.,"[""Manual letters"", ""Ad hoc integrations""]","[""No justice interoperability framework"", ""Duplicate entry"", ""Data inconsistency""]",APIs; Data Standards; Cloud; Identity; Interoperability,10,10,Perplexity,1
MPRB-1421,P021,Legal-aid spending is difficult to monitor,"X, Y, AN",Ministry; Legal Aid Committees; Donors; Citizens,Fragmented financial and case data,8,7,8,8,Expenditure-to-outcome monitoring dashboard with privacy-preserving public reporting.,"[""Financial audits"", ""Annual reports""]","[""Delayed reporting"", ""Low granularity"", ""No public dashboards""]",Analytics; Open Data; Financial Management; Dashboards,9,9,Perplexity,1
MPRB-1422,P022,Legal-aid policy is not sufficiently evidence-based,"Z, AM, AN",Ministry; Parliament; Donors; Legal Aid Organizations,"Weak data collection, inconsistent indicators, limited evaluation capacity",8,7,9,9,"Justice policy observatory combining administrative, survey, GIS, and outcome data.","[""Administrative reports"", ""Donor evaluations""]","[""No national justice data observatory"", ""Limited longitudinal analysis""]",Data Science; GIS; Policy Analytics; Survey Technology,10,9,Perplexity,1
MPRB-1423,P023,Citizens do not trust digital justice services,"AH, X, Y",Citizens; Courts; Government; Lawyers,"Lack of transparency, poor usability, privacy fears, previous service failures",9,8,9,8,"Transparent, human-supervised digital justice platform with explainable decisions and grievance channels.","[""Public information campaigns"", ""Help desks""]","[""No trust metrics"", ""Limited grievance redress"", ""Opaque algorithms""]",Explainable AI; Feedback; Transparency; Privacy,9,9,Perplexity,1
MPRB-1424,P024,Unregulated AI use may create unfair legal outcomes,"AI, Z, Y",Judges; Lawyers; Citizens; Ministry,"Lack of AI governance, testing, audit, and procurement standards",10,6,10,10,Human-in-the-loop justice AI governance framework with impact assessments and audit logs.,"[""Professional ethics rules"", ""General data protection practices""]","[""No justice-specific AI framework"", ""No bias testing"", ""Unclear liability""]",Responsible AI; Bias Testing; Governance; Auditability,10,9,Perplexity,1
MPRB-1425,P025,Lawyers spend excessive time on repetitive research and drafting,"B, AS, AT, AU",Lawyers; Legal Aid Officers; Judges,Unstructured legal databases and manual document review,7,9,8,10,Citation-grounded Bangla legal research and drafting assistant with mandatory human verification.,"[""Commercial legal databases"", ""Manual research""]","[""Limited Bangla coverage"", ""High cost"", ""Citation hallucination risk""]",LLM; RAG; Legal NLP; Document Automation,8,10,Perplexity,1
MPRB-1426,P026,Case status data is inconsistent across institutions,"C, D, E, R",Courts; Legal Aid Bodies; Police; Lawyers,"Different identifiers, definitions, update schedules, and systems",9,9,9,10,Universal case identifier and event-based justice data model.,"[""Manual reconciliation"", ""Periodic reports""]","[""No master case ID"", ""Duplicate records"", ""Conflicting status""]",Data Architecture; APIs; Event Streaming; Master Data,9,10,Perplexity,1
MPRB-1427,P027,Legal helplines do not provide complete end-to-end support,"A, S, AW",Citizens; Helpline Operators; Legal Aid Officers,Helpline separation from case-management and referral systems,8,8,8,9,"Omnichannel legal-support contact center linked to referrals, appointments, and case tracking.","[""National helpline 16430"", ""NGO hotlines""]","[""No integrated ticketing"", ""Limited follow-up"", ""Call-only dependence""]",Contact Center; Voice AI; CRM; SMS; Case Management,10,10,Perplexity,1
MPRB-1428,P028,Connectivity gaps exclude remote communities,"L, AY, AL",Rural Citizens; Village Courts; Field Officers,"Weak internet, electricity shortages, device costs",9,8,9,8,Offline-first justice applications with secure synchronization and solar-assisted field kits.,"[""Offline forms"", ""Community centers""]","[""Poor synchronization"", ""Device maintenance problems"", ""Limited support""]",Offline Mobile; Edge Computing; GIS; Solar Devices,10,10,Perplexity,1
MPRB-1429,P029,Translation errors can change legal meaning,"N, AV",Citizens; Lawyers; Judges; Interpreters,Scarcity of legal translators and specialized terminology,9,7,10,9,"Legal translation engine with terminology controls, confidence scores, and mandatory professional review.","[""Human translation"", ""General machine translation""]","[""No legal terminology corpus"", ""No quality scoring"", ""No human review workflow""]",Machine Translation; NLP; Human Review; Terminology Database,9,9,Perplexity,1
MPRB-1430,P030,Poor-quality scanned documents prevent search and analysis,"E, AR, O",Courts; Lawyers; Researchers; Legal Aid Officers,"Low-resolution scans, handwriting, inconsistent formats",8,8,8,9,Bangla legal OCR pipeline with document-quality scoring and human correction.,"[""Basic scanning"", ""Manual transcription""]","[""Weak Bangla OCR"", ""No quality assurance"", ""No searchable index""]",Computer Vision; OCR; Bangla NLP; Search,8,10,Perplexity,1
MPRB-1431,P031,Legal Aid Committees lack operational dashboards,"H, C, U",Legal Aid Committees; Ministry; District Administration,Manual reporting and disconnected spreadsheets,8,8,8,9,"Committee dashboard showing applications, referrals, mediation, lawyer capacity, and outcomes.","[""Periodic committee meetings"", ""Paper reports""]","[""No real-time workload data"", ""Weak escalation alerts""]",Dashboards; Workflow; Analytics; Alerts,10,10,Perplexity,1
MPRB-1432,P032,Legal-aid outcomes are measured inconsistently,"C, AN, AO",Legal Aid Officers; Ministry; Donors; Citizens,No standardized outcome definitions or data dictionary,8,8,9,9,National legal-aid results framework with standardized outcome and equity indicators.,"[""Activity reports"", ""Project evaluations""]","[""No comparable indicators"", ""Overemphasis on case counts""]",Monitoring; Evaluation; Data Standards; Equity Analytics,10,9,Perplexity,1
MPRB-1433,P033,Duplicate or fraudulent claims may consume legal-aid resources,"Q, AP, X",Legal Aid Bodies; Citizens; Auditors,Manual screening and fragmented identity records,8,6,8,8,Risk-based fraud detection with explainable flags and human appeal.,"[""Manual checks"", ""Document review""]","[""False positives"", ""No cross-program verification"", ""No appeal workflow""]",Anomaly Detection; Digital ID; Analytics; Human Review,8,9,Perplexity,1
MPRB-1434,P034,Informal payments and corruption risks are difficult to detect,"AP, AH, Y",Citizens; Court Staff; Lawyers; Government,"Cash transactions, opaque queues, weak complaint mechanisms",10,7,10,9,Anonymous justice-integrity reporting and queue/payment anomaly detection system.,"[""Anti-corruption hotlines"", ""Administrative inspections""]","[""Fear of retaliation"", ""No transaction analytics"", ""Weak protection""]",Fraud Analytics; Whistleblower Protection; Digital Payments; Audit Logs,9,9,Perplexity,1
MPRB-1435,P035,Citizens receive inconsistent case notifications,"S, R, X",Citizens; Lawyers; Courts,Multiple communication channels and outdated contact data,8,8,9,9,Verified multilingual notifications with delivery tracking and assisted fallback.,"[""Letters"", ""Telephone"", ""SMS""]","[""No delivery confirmation"", ""Weak language support"", ""Missed hearings""]",SMS; IVR; Push Notifications; Identity,9,10,Perplexity,1
MPRB-1436,P036,Adjournments are not systematically analyzed,"AC, AQ, E",Judges; Lawyers; Court Administrators; Citizens,No structured adjournment reasons or analytics,8,9,9,9,Adjournment analytics and scheduling assistant with judicial independence safeguards.,"[""Court registers"", ""Manual supervision""]","[""No reason taxonomy"", ""No accountability indicators""]",Process Mining; Analytics; Scheduling; Dashboards,8,9,Perplexity,1
